Spec,SubRelease,photon-3.0,photon-4.0,photon-5.0,photon-6.0,photon-common,photon-dev,photon-master,photon-main
rubygem-fiber-local.spec,,,1.0.0-1,1.1.0-3,1.1.0-1,,1.0.0-3,1.0.0-3,1.1.0-2
rubygem-fiber-local.spec,90,,,1.1.0-1.1.1,,,,,
rubygem-fiber-local.spec,91,,,,,,,,1.1.0-1.1
rubygem-fiber-storage.spec,,,,1.0.1-3,1.0.1-1,,,,1.0.1-2
rubygem-fiber-storage.spec,90,,,1.0.1-1.1.1,,,,,
rubygem-fiber-storage.spec,91,,,,,,,,1.0.1-1.1
rubygem-fluent-plugin-concat.spec,,2.4.0-1,2.4.0-3,2.6.0-2,2.5.0-4,,2.5.0-3,2.5.0-3,2.6.0-1
rubygem-fluent-plugin-concat.spec,90,,,2.5.0-4.1.1,,,,,
rubygem-fluent-plugin-concat.spec,91,,,,,,,,2.5.0-4.1
rubygem-fluent-plugin-gcs.spec,,,,0.4.4-4,0.4.4-2,,0.4.4-2,0.4.4-2,0.4.4-3
rubygem-fluent-plugin-gcs.spec,90,,,0.4.4-2.1.1,,,,,
rubygem-fluent-plugin-gcs.spec,91,,,,,,,,0.4.4-2.1
rubygem-fluent-plugin-kubernetes_metadata_filter.spec,,2.2.0-2,3.4.0-6,3.8.0-2,3.6.0-1,,3.4.0-4,3.4.0-4,3.8.0-1
rubygem-fluent-plugin-kubernetes_metadata_filter.spec,90,,,3.6.0-1.1.1,,,,,
rubygem-fluent-plugin-kubernetes_metadata_filter.spec,91,,,,,,,,3.6.0-1.1
rubygem-fluent-plugin-remote_syslog.spec,,1.0.0-1,1.1.0-1,1.1.0-6,1.1.0-4,,1.1.0-3,1.1.0-3,1.1.0-5
rubygem-fluent-plugin-remote_syslog.spec,90,,,1.1.0-4.1.1,,,,,
rubygem-fluent-plugin-remote_syslog.spec,91,,,,,,,,1.1.0-4.1
rubygem-fluent-plugin-s3.spec,,1.1.6-2,1.7.2-2,1.8.3-4,1.8.3-1,,1.7.2-3,1.7.2-3,1.8.3-3
rubygem-fluent-plugin-s3.spec,90,,,1.8.3-2.1.1,,,,,
rubygem-fluent-plugin-s3.spec,91,,,,,,,,1.8.3-2.1
rubygem-fluent-plugin-systemd.spec,,1.0.1-2,1.0.5-1,1.1.1-3,1.1.1-1,,1.0.5-3,1.0.5-3,1.1.1-2
rubygem-fluent-plugin-systemd.spec,90,,,1.1.1-1.1.1,,,,,
rubygem-fluent-plugin-systemd.spec,91,,,,,,,,1.1.1-1.1
rubygem-fluent-plugin-vmware-loginsight.spec,,0.1.5-1,0.1.10-2,1.4.2-3,1.4.2-1,,1.4.2-2,1.4.2-2,1.4.2-2
rubygem-fluent-plugin-vmware-loginsight.spec,90,,,1.4.2-1.1.1,,,,,
rubygem-fluent-plugin-vmware-loginsight.spec,91,,,,,,,,1.4.2-1.1
rubygem-fluentd.spec,,1.7.1-2,1.15.3-3,1.19.1-3,1.18.0-1,,1.16.3-2,1.16.3-2,1.19.1-2
rubygem-fluentd.spec,90,,,1.18.0-1.1.1,,,,,
rubygem-fluentd.spec,91,,,,,,,,1.18.0-1.1
rubygem-google-apis-core.spec,,,,1.0.2-2,0.16.0-2,,0.16.0-2,0.16.0-2,1.0.2-1
rubygem-google-apis-core.spec,90,,,0.16.0-2.1.1,,,,,
rubygem-google-apis-core.spec,91,,,,,,,,0.16.0-2.1
rubygem-google-apis-iamcredentials_v1.spec,,,,0.26.0-2,0.22.0-2,,0.22.0-2,0.22.0-2,0.26.0-1
rubygem-google-apis-iamcredentials_v1.spec,90,,,0.22.0-2.1.1,,,,,
rubygem-google-apis-iamcredentials_v1.spec,91,,,,,,,,0.22.0-2.1
rubygem-google-apis-storage_v1.spec,,,,0.59.0-2,0.49.0-2,,0.49.0-2,0.49.0-2,0.59.0-1
rubygem-google-apis-storage_v1.spec,90,,,0.49.0-2.1.1,,,,,
rubygem-google-apis-storage_v1.spec,91,,,,,,,,0.49.0-2.1
rubygem-google-cloud-core.spec,,,,1.8.0-3,1.8.0-1,,1.7.1-2,1.7.1-2,1.8.0-2
rubygem-google-cloud-core.spec,90,,,1.8.0-1.1.1,,,,,
rubygem-google-cloud-core.spec,91,,,,,,,,1.8.0-1.1
rubygem-google-cloud-env.spec,,,,2.3.1-2,2.3.0-1,,2.2.1-2,2.2.1-2,2.3.1-1
rubygem-google-cloud-env.spec,90,,,2.3.0-2.1.1,,,,,
rubygem-google-cloud-env.spec,91,,,,,,,,2.3.0-2.1
rubygem-google-cloud-errors.spec,,,,1.5.0-3,1.5.0-1,,1.4.0-2,1.4.0-2,1.5.0-2
rubygem-google-cloud-errors.spec,90,,,1.5.0-1.1.1,,,,,
rubygem-google-cloud-errors.spec,91,,,,,,,,1.5.0-1.1
rubygem-google-cloud-storage.spec,,,,1.58.0-2,1.54.0-2,,1.54.0-2,1.54.0-2,1.58.0-1
rubygem-google-cloud-storage.spec,90,,,1.54.0-2.1.1,,,,,
rubygem-google-cloud-storage.spec,91,,,,,,,,1.54.0-2.1
rubygem-google-logging-utils.spec,,,,0.2.0-3,0.2.0-1,,0.1.0-2,0.1.0-2,0.2.0-2
rubygem-google-logging-utils.spec,90,,,0.2.0-1.1.1,,,,,
rubygem-google-logging-utils.spec,91,,,,,,,,0.2.0-1.1
rubygem-googleauth.spec,,,,1.16.1-2,1.13.1-2,,1.13.1-2,1.13.1-2,1.16.1-1
rubygem-googleauth.spec,90,,,1.13.1-3.1.1,,,,,
rubygem-googleauth.spec,91,,,,,,,,1.13.1-3.1
rubygem-highline.spec,,2.0.0-1,2.0.3-1,3.1.2-3,3.1.2-1,,3.0.1-2,3.0.1-2,3.1.2-2
rubygem-highline.spec,90,,,3.1.2-1.1.1,,,,,
rubygem-highline.spec,91,,,,,,,,3.1.2-1.1
rubygem-hpricot.spec,,0.8.6-1,0.8.6-3,0.8.6-9,0.8.6-7,,0.8.6-5,0.8.6-5,0.8.6-8
rubygem-hpricot.spec,90,,,0.8.6-7.1.1,,,,,
rubygem-hpricot.spec,91,,,,,,,,0.8.6-7.1
rubygem-http_parser.rb.spec,,0.6.0-1,0.6.0-4,0.8.1-2,0.8.0-6,,0.8.0-4,0.8.0-4,0.8.1-1
rubygem-http_parser.rb.spec,90,,,0.8.0-6.1.1,,,,,
rubygem-http_parser.rb.spec,91,,,,,,,,0.8.0-6.1
rubygem-http-accept.spec,,1.7.0-1,1.7.0-3,1.7.0-6,1.7.0-4,,1.7.0-3,1.7.0-3,1.7.0-5
rubygem-http-accept.spec,90,,,1.7.0-4.1.1,,,,,
rubygem-http-accept.spec,91,,,,,,,,1.7.0-4.1
rubygem-http-cookie.spec,,1.0.3-1,1.0.3-2,1.1.0-2,1.0.8-1,,1.0.5-3,1.0.5-3,1.1.0-1
rubygem-http-cookie.spec,90,,,1.0.8-1.1.1,,,,,
rubygem-http-cookie.spec,91,,,,,,,,1.0.8-1.1
rubygem-http-form_data.spec,,1.0.3-1,2.3.0-1,2.3.0-6,2.3.0-4,,2.3.0-3,2.3.0-3,2.3.0-5
rubygem-http-form_data.spec,90,,,2.3.0-4.1.1,,,,,
rubygem-http-form_data.spec,91,,,,,,,,2.3.0-4.1
rubygem-http-parser.spec,,,1.2.3-3,1.2.3-8,1.2.3-6,,1.2.3-5,1.2.3-5,1.2.3-7
rubygem-http-parser.spec,90,,,1.2.3-6.1.1,,,,,
rubygem-http-parser.spec,91,,,,,,,,1.2.3-6.1
rubygem-http.spec,,0.9.8-1,4.4.1-2,5.3.1-2,5.2.0-1,,4.4.1-3,4.4.1-3,5.3.1-1
rubygem-http.spec,90,,,5.2.0-1.1.1,,,,,
rubygem-http.spec,91,,,,,,,,5.2.0-1.1
rubygem-httpclient.spec,,,,2.9.0-3,2.9.0-1,,2.8.3-2,2.8.3-2,2.9.0-2
rubygem-httpclient.spec,90,,,2.9.0-1.1.1,,,,,
rubygem-httpclient.spec,91,,,,,,,,2.9.0-1.1
rubygem-i18n.spec,,1.6.0-1,1.8.5-1,1.14.8-2,1.14.7-1,,1.14.1-2,1.14.1-2,1.14.8-1
rubygem-i18n.spec,90,,,1.14.7-1.1.1,,,,,
rubygem-i18n.spec,91,,,,,,,,1.14.7-1.1
rubygem-io-console.spec,,,,0.8.2-2,,,,,0.8.2-1
rubygem-io-endpoint.spec,,,,0.16.0-2,0.15.2-1,,,,0.16.0-1
rubygem-io-endpoint.spec,90,,,0.15.2-1.1.1,,,,,
rubygem-io-endpoint.spec,91,,,,,,,,0.15.2-1.1
rubygem-io-event.spec,,,0.4.0-3,1.14.2-2,1.10.0-1,,1.4.4-4,1.4.4-4,1.14.2-1
rubygem-io-event.spec,90,,,1.10.0-1.1.1,,,,,
rubygem-io-event.spec,91,,,,,,,,1.10.0-1.1
rubygem-io-stream.spec,,,,0.11.1-2,0.6.1-1,,,,0.11.1-1
rubygem-io-stream.spec,90,,,0.6.1-1.1.1,,,,,
rubygem-io-stream.spec,91,,,,,,,,0.6.1-1.1
rubygem-jmespath.spec,,1.4.0-1,1.6.1-1,1.6.2-2,1.6.1-4,,1.6.2-2,1.6.2-2,1.6.2-1
rubygem-jmespath.spec,90,,,1.6.1-4.1.1,,,,,
rubygem-jmespath.spec,91,,,,,,,,1.6.1-4.1
rubygem-jsonpath.spec,,,1.1.5-1,1.1.5-6,1.1.5-4,,1.1.5-3,1.1.5-3,1.1.5-5
rubygem-jsonpath.spec,90,,,1.1.5-4.1.1,,,,,
rubygem-jsonpath.spec,91,,,,,,,,1.1.5-4.1
rubygem-jwt.spec,,,,3.1.2-2,2.10.1-2,,2.10.1-2,2.10.1-2,3.1.2-1
rubygem-jwt.spec,90,,,2.10.1-2.1.1,,,,,
rubygem-jwt.spec,91,,,,,,,,2.10.1-2.1
rubygem-kubeclient.spec,,1.1.4-2,4.9.3-1,4.13.0-2,4.12.0-1,,4.11.0-3,4.11.0-3,4.13.0-1
rubygem-kubeclient.spec,90,,,4.12.0-1.1.1,,,,,
rubygem-kubeclient.spec,91,,,,,,,,4.12.0-1.1
rubygem-libxml-ruby.spec,,3.1.0-2,3.2.0-3,5.0.5-2,5.0.2-6,,5.0.2-6,5.0.2-6,5.0.5-1
rubygem-libxml-ruby.spec,90,,,5.0.2-6.1.1,,,,,
rubygem-libxml-ruby.spec,91,,,,,,,,5.0.2-6.1
rubygem-llhttp-ffi.spec,,,0.4.0-3,0.5.1-3,0.5.1-1,,0.5.0-4,0.5.0-4,0.5.1-2
rubygem-llhttp-ffi.spec,90,,,0.5.1-1.1.1,,,,,
rubygem-llhttp-ffi.spec,91,,,,,,,,0.5.1-1.1
rubygem-lru_redux.spec,,1.1.0-2,1.1.0-5,1.1.0-10,1.1.0-8,,1.1.0-6,1.1.0-6,1.1.0-9
rubygem-lru_redux.spec,90,,,1.1.0-8.1.1,,,,,
rubygem-lru_redux.spec,91,,,,,,,,1.1.0-8.1
rubygem-metrics.spec,,,,0.15.0-2,0.12.2-1,,,,0.15.0-1
rubygem-metrics.spec,90,,,0.12.2-1.1.1,,,,,
rubygem-metrics.spec,91,,,,,,,,0.12.2-1.1
rubygem-mime-types-data.spec,,3.2015.1120-1,3.2020.0512-1,3.2026.0113-2,3.2025.0507-1,,3.2024.0206-2,3.2024.0206-2,3.2026.0113-1
rubygem-mime-types-data.spec,90,,,3.2025.0507-1.1.1,,,,,
rubygem-mime-types-data.spec,91,,,,,,,,3.2025.0507-1.1
rubygem-mime-types.spec,,3.2.2-1,3.3.1-1,3.7.0-3,3.7.0-1,,3.5.2-2,3.5.2-2,3.7.0-2
rubygem-mime-types.spec,90,,,3.7.0-1.1.1,,,,,
rubygem-mime-types.spec,91,,,,,,,,3.7.0-1.1
rubygem-mini_mime.spec,,,,1.1.5-4,1.1.5-2,,1.1.5-2,1.1.5-2,1.1.5-3
rubygem-mini_mime.spec,90,,,1.1.5-2.1.1,,,,,
rubygem-mini_mime.spec,91,,,,,,,,1.1.5-2.1
rubygem-mini_portile.spec,,0.6.2-3,0.6.2-4,,,,0.6.2-6,0.6.2-6,
rubygem-mini_portile2.spec,,2.3.0-1,2.8.0-1,2.8.9-2,2.8.8-1,,2.8.5-2,2.8.5-2,2.8.9-1
rubygem-mini_portile2.spec,90,,,2.8.8-1.1.1,,,,,
rubygem-mini_portile2.spec,91,,,,,,,,2.8.8-1.1
rubygem-msgpack.spec,,1.2.4-1,1.3.3-3,1.8.0-3,1.8.0-1,,1.7.2-3,1.7.2-3,1.8.0-2
rubygem-msgpack.spec,90,,,1.8.0-1.1.1,,,,,
rubygem-msgpack.spec,91,,,,,,,,1.8.0-1.1
rubygem-multi_json.spec,,,1.15.0-1,1.19.1-2,1.15.0-4,,1.15.0-3,1.15.0-3,1.19.1-1
rubygem-multi_json.spec,90,,,1.15.0-4.1.1,,,,,
rubygem-multi_json.spec,91,,,,,,,,1.15.0-4.1
rubygem-mustache.spec,,1.1.1-1,1.1.1-1,1.1.1-7,1.1.1-5,,1.1.1-4,1.1.1-4,1.1.1-6
rubygem-mustache.spec,90,,,1.1.1-5.1.1,,,,,
rubygem-mustache.spec,91,,,,,,,,1.1.1-5.1
rubygem-net-http-persistent.spec,,4.0.1-1,,,,,,,
rubygem-net-http.spec,,,,0.9.1-2,0.6.0-2,,0.6.0-2,0.6.0-2,0.9.1-1
rubygem-net-http.spec,90,,,0.6.0-2.1.1,,,,,
rubygem-net-http.spec,91,,,,,,,,0.6.0-2.1
rubygem-netrc.spec,,0.11.0-1,0.11.0-2,0.11.0-7,0.11.0-5,,0.11.0-4,0.11.0-4,0.11.0-6
rubygem-netrc.spec,90,,,0.11.0-5.1.1,,,,,
rubygem-netrc.spec,91,,,,,,,,0.11.0-5.1
rubygem-nio4r.spec,,2.4.0-1,2.5.4-3,2.7.5-2,2.7.4-1,,2.7.0-3,2.7.0-3,2.7.5-1
rubygem-nio4r.spec,90,,,2.7.4-1.1.1,,,,,
rubygem-nio4r.spec,91,,,,,,,,2.7.4-1.1
rubygem-nokogiri.spec,,1.8.4-4,1.13.6-3,1.19.3-1,1.18.8-1,,1.16.2-3,1.16.2-3,1.19.1-1
rubygem-nokogiri.spec,90,,,1.18.8-2.1.2,,,,,
rubygem-nokogiri.spec,91,,,,,,,,1.18.8-2.1
rubygem-oj.spec,,3.3.10-1,3.10.14-3,3.16.13-2,3.16.1-1,,3.16.3-3,3.16.3-3,3.16.13-1
rubygem-oj.spec,90,,,3.16.1-1.1.1,,,,,
rubygem-oj.spec,91,,,,,,,,3.16.1-1.1
rubygem-optimist.spec,,,3.1.0-1,3.2.1-3,3.2.1-1,,3.1.0-3,3.1.0-3,3.2.1-2
rubygem-optimist.spec,90,,,3.2.1-1.1.1,,,,,
rubygem-optimist.spec,91,,,,,,,,3.2.1-1.1
rubygem-os.spec,,,,1.1.4-4,1.1.4-2,,1.1.4-2,1.1.4-2,1.1.4-3
rubygem-os.spec,90,,,1.1.4-2.1.1,,,,,
rubygem-os.spec,91,,,,,,,,1.1.4-2.1
rubygem-protocol-hpack.spec,,1.4.1-1,1.4.2-1,1.5.1-3,1.5.1-1,,1.4.2-3,1.4.2-3,1.5.1-2
rubygem-protocol-hpack.spec,90,,,1.5.1-1.1.1,,,,,
rubygem-protocol-hpack.spec,91,,,,,,,,1.5.1-1.1
rubygem-protocol-http.spec,,0.12.1-1,0.24.0-1,0.58.0-2,0.50.1-1,,0.26.1-2,0.26.1-2,0.58.0-1
rubygem-protocol-http.spec,90,,,0.50.1-1.1.1,,,,,
rubygem-protocol-http.spec,91,,,,,,,,0.50.1-1.1
rubygem-protocol-http1.spec,,0.9.0-1,0.15.1-1,0.36.0-2,0.34.0-1,,0.18.0-2,0.18.0-2,0.36.0-1
rubygem-protocol-http1.spec,90,,,0.34.0-1.1.1,,,,,
rubygem-protocol-http1.spec,91,,,,,,,,0.34.0-1.1
rubygem-protocol-http2.spec,,0.9.5-1,0.15.0-1,0.24.0-2,0.22.1-1,,0.16.0-2,0.16.0-2,0.24.0-1
rubygem-protocol-http2.spec,90,,,0.22.1-1.1.1,,,,,
rubygem-protocol-http2.spec,91,,,,,,,,0.22.1-1.1
rubygem-protocol-url.spec,,,,0.4.0-2,,,,,0.4.0-1
rubygem-public_suffix.spec,,3.1.1-1,4.0.6-1,7.0.2-2,6.0.2-1,,5.0.4-2,5.0.4-2,7.0.2-1
rubygem-public_suffix.spec,90,,,6.0.2-1.1.1,,,,,
rubygem-public_suffix.spec,91,,,,,,,,6.0.2-1.1
rubygem-rbvmomi.spec,,1.13.0-1,3.0.0-3,3.0.0-8,3.0.0-5,,3.0.0-4,3.0.0-4,3.0.0-6
rubygem-rbvmomi.spec,90,,,3.0.0-5.1.1,,,,,
rubygem-rbvmomi.spec,91,,,,,,,,3.0.0-5.1
rubygem-rdiscount.spec,,2.2.0.2-1,2.2.0.2-4,2.2.7.4-2,2.2.7.3-1,,2.2.7.3-3,2.2.7.3-3,2.2.7.4-1
rubygem-rdiscount.spec,90,,,2.2.7.3-1.2.1,,,,,
rubygem-rdiscount.spec,91,,,,,,,,2.2.7.3-1.2
rubygem-recursive-open-struct.spec,,1.0.0-1,1.1.2-1,1.1.3-6,1.1.3-4,,1.1.3-3,1.1.3-3,1.1.3-5
rubygem-recursive-open-struct.spec,90,,,1.1.3-4.1.1,,,,,
rubygem-recursive-open-struct.spec,91,,,,,,,,1.1.3-4.1
rubygem-remote_syslog_sender.spec,,1.2.1-2,1.2.1-3,1.2.3-2,1.2.2-4,,1.2.2-3,1.2.2-3,1.2.3-1
rubygem-remote_syslog_sender.spec,90,,,1.2.2-4.1.1,,,,,
rubygem-remote_syslog_sender.spec,91,,,,,,,,1.2.2-4.1
rubygem-representable.spec,,,,3.2.0-4,3.2.0-2,,3.2.0-2,3.2.0-2,3.2.0-3
rubygem-representable.spec,90,,,3.2.0-2.1.1,,,,,
rubygem-representable.spec,91,,,,,,,,3.2.0-2.1
rubygem-rest-client.spec,,2.1.0-1,2.1.0-4,2.1.0-9,2.1.0-7,,2.1.0-7,2.1.0-7,2.1.0-8
rubygem-rest-client.spec,90,,,2.1.0-7.1.1,,,,,
rubygem-rest-client.spec,91,,,,,,,,2.1.0-7.1
rubygem-retriable.spec,,,,3.1.2-4,3.1.2-2,,3.1.2-2,3.1.2-2,3.1.2-3
rubygem-retriable.spec,90,,,3.1.2-2.1.1,,,,,
rubygem-retriable.spec,91,,,,,,,,3.1.2-2.1
rubygem-ronn.spec,,0.7.3-1,0.7.3-1,0.7.3-8,0.7.3-5,,0.7.3-4,0.7.3-4,0.7.3-7
rubygem-ronn.spec,90,,,0.7.3-5.1.1,,,,,
rubygem-ronn.spec,91,,,,,,,,0.7.3-5.1
rubygem-ruby2-keywords.spec,,,0.0.5-1,,,,,,
rubygem-rubyzip.spec,,,,3.2.2-2,2.4.1-1,,2.3.2-2,2.3.2-2,3.2.2-1
rubygem-rubyzip.spec,90,,,2.4.1-1.1.1,,,,,
rubygem-rubyzip.spec,91,,,,,,,,2.4.1-1.1
rubygem-serverengine.spec,,2.0.7-1,2.3.2-1,2.4.0-3,2.4.0-1,,2.3.2-2,2.3.2-2,2.4.0-2
rubygem-serverengine.spec,90,,,2.4.0-1.1.1,,,,,
rubygem-serverengine.spec,91,,,,,,,,2.4.0-1.1
rubygem-sigdump.spec,,0.2.4-1,0.2.4-2,0.2.5-3,0.2.5-1,,0.2.5-2,0.2.5-2,0.2.5-2
rubygem-sigdump.spec,90,,,0.2.5-1.1.1,,,,,
rubygem-sigdump.spec,91,,,,,,,,0.2.5-1.1
rubygem-signet.spec,,,,0.21.0-2,0.20.0-1,,0.19.0-2,0.19.0-2,0.21.0-1
rubygem-signet.spec,90,,,0.20.0-2.1.1,,,,,
rubygem-signet.spec,91,,,,,,,,0.20.0-2.1
rubygem-sin_lru_redux.spec,,,,2.5.2-2,,,,,2.5.2-1
rubygem-strptime.spec,,0.2.3-1,0.2.5-3,0.2.5-8,0.2.5-6,,0.2.5-5,0.2.5-5,0.2.5-7
rubygem-strptime.spec,90,,,0.2.5-6.1.1,,,,,
rubygem-strptime.spec,91,,,,,,,,0.2.5-6.1
rubygem-syslog_protocol.spec,,0.9.2-1,0.9.2-2,0.9.2-7,0.9.2-5,,0.9.2-4,0.9.2-4,0.9.2-6
rubygem-syslog_protocol.spec,90,,,0.9.2-5.1.1,,,,,
rubygem-syslog_protocol.spec,91,,,,,,,,0.9.2-5.1
rubygem-systemd-journal.spec,,1.3.3-1,1.4.2-1,2.1.2-2,2.1.0-1,,1.4.2-3,1.4.2-3,2.1.2-1
rubygem-systemd-journal.spec,90,,,2.1.0-1.1.1,,,,,
rubygem-systemd-journal.spec,91,,,,,,,,2.1.0-1.1
rubygem-terminal-table.spec,,1.8.0-1,1.8.0-2,4.0.0-3,4.0.0-1,,3.0.2-3,3.0.2-3,4.0.0-2
rubygem-terminal-table.spec,90,,,4.0.0-1.1.1,,,,,
rubygem-terminal-table.spec,91,,,,,,,,4.0.0-1.1
rubygem-thread_safe.spec,,0.3.6-1,0.3.6-2,,0.3.6-5,,0.3.6-4,0.3.6-4,
rubygem-thread_safe.spec,90,,,0.3.6-5.1.1,,,,,
rubygem-thread_safe.spec,91,,,,,,,,0.3.6-5.1
rubygem-timers.spec,,4.3.0-1,4.3.2-1,4.4.0-3,4.4.0-1,,4.3.5-3,4.3.5-3,4.4.0-2
rubygem-timers.spec,90,,,4.4.0-1.1.1,,,,,
rubygem-timers.spec,91,,,,,,,,4.4.0-1.1
rubygem-traces.spec,,,0.11.1-1,0.18.2-2,0.15.2-1,,0.11.1-3,0.11.1-3,0.18.2-1
rubygem-traces.spec,90,,,0.15.2-1.1.1,,,,,
rubygem-traces.spec,91,,,,,,,,0.15.2-1.1
rubygem-trailblazer-option.spec,,,,0.1.2-4,0.1.2-2,,0.1.2-2,0.1.2-2,0.1.2-3
rubygem-trailblazer-option.spec,90,,,0.1.2-2.1.1,,,,,
rubygem-trailblazer-option.spec,91,,,,,,,,0.1.2-2.1
rubygem-trollop.spec,,2.9.9-2,2.9.10-1,,2.9.10-4,,2.9.10-3,2.9.10-3,
rubygem-trollop.spec,90,,,2.9.10-4.1.1,,,,,
rubygem-trollop.spec,91,,,,,,,,2.9.10-4.1
rubygem-tzinfo-data.spec,,1.2018.5-1,1.2020.1-1,1.2025.3-2,1.2025.2-1,,1.2024.1-2,1.2024.1-2,1.2025.3-1
rubygem-tzinfo-data.spec,90,,,1.2025.2-1.1.1,,,,,
rubygem-tzinfo-data.spec,91,,,,,,,,1.2025.2-1.1
rubygem-tzinfo.spec,,2.0.2-1,2.0.2-1,2.0.6-3,2.0.6-1,,2.0.6-2,2.0.6-2,2.0.6-2
rubygem-tzinfo.spec,90,,,2.0.6-1.1.1,,,,,
rubygem-tzinfo.spec,91,,,,,,,,2.0.6-1.1
rubygem-uber.spec,,,,0.1.0-4,0.1.0-2,,0.1.0-2,0.1.0-2,0.1.0-3
rubygem-uber.spec,90,,,0.1.0-2.1.1,,,,,
rubygem-uber.spec,91,,,,,,,,0.1.0-2.1
rubygem-unf_ext.spec,,0.0.7.6-1,0.0.7.7-3,0.0.9.1-3,0.0.9.1-1,,0.0.9.1-3,0.0.9.1-3,0.0.9.1-2
rubygem-unf_ext.spec,90,,,0.0.9.1-1.1.1,,,,,
rubygem-unf_ext.spec,91,,,,,,,,0.0.9.1-1.1
rubygem-unf.spec,,0.1.4-1,0.1.4-2,0.2.0-3,0.2.0-1,,0.1.4-4,0.1.4-4,0.2.0-2
rubygem-unf.spec,90,,,0.2.0-1.1.1,,,,,
rubygem-unf.spec,91,,,,,,,,0.2.0-1.1
rubygem-unicode-display_width.spec,,1.4.0-2,1.7.0-1,3.2.0-2,3.1.4-1,,2.5.0-2,2.5.0-2,3.2.0-1
rubygem-unicode-display_width.spec,90,,,3.1.4-1.1.1,,,,,
rubygem-unicode-display_width.spec,91,,,,,,,,3.1.4-1.1
rubygem-unicode-emoji.spec,,,,4.2.0-2,4.0.4-1,,,,4.2.0-1
rubygem-unicode-emoji.spec,90,,,4.0.4-1.1.1,,,,,
rubygem-unicode-emoji.spec,91,,,,,,,,4.0.4-1.1
rubygem-webrick.spec,,,,1.9.2-2,1.9.1-1,,1.8.1-2,1.8.1-2,1.9.2-1
rubygem-webrick.spec,90,,,1.9.1-1.1.1,,,,,
rubygem-webrick.spec,91,,,,,,,,1.9.1-1.1
rubygem-yajl-ruby.spec,,1.4.1-2,1.4.3-1,1.4.3-7,1.4.3-5,,1.4.3-4,1.4.3-4,1.4.3-6
rubygem-yajl-ruby.spec,90,,,1.4.3-5.1.1,,,,,
rubygem-yajl-ruby.spec,91,,,,,,,,1.4.3-5.1
rubygem-zeitwerk.spec,,2.3.0-1,,,,,,,
rubygem-zip.spec,,2.0.2-5,2.0.2-6,,,,2.0.2-9,2.0.2-9,
rubygem-zstd-ruby.spec,,,,1.5.7.1-2,,,,,1.5.7.1-1
runc.spec,,1.1.4-12,1.2.9-1,1.4.0-3,1.2.8-1,,1.1.14-1,1.1.14-1,1.4.0-2
runc.spec,90,,,1.2.8-1.2.1,,,,,
runc.spec,91,,,,,,,,1.2.8-1.2
runit.spec,,2.1.2-6,2.1.2-5,,2.1.2-6,,2.1.2-5,2.1.2-5,
runit.spec,90,,,2.1.2-6.1,,,,,2.1.2-6.1
rust.spec,,1.58.1-2,1.58.1-7,1.93.1-2,1.87.0-3,,1.71.1-5,1.71.1-5,1.93.1-1
rust.spec,90,,,1.87.0-3.1.1,,,,,
rust.spec,91,,,,,,,,1.87.0-3.1
s3fs-fuse.spec,,1.91-4,1.94-1,1.97-1,1.94-2,,1.91-8,1.91-8,1.94-2
s3fs-fuse.spec,90,,,1.94-2.0.1,,,,,
salt3.spec,,3005.5-2,3005.5-2,,,,3006.7-2,3006.7-2,
samba-client.spec,,4.17.12-2,4.19.3-5,4.19.3-16,4.19.3-6,,4.17.5-11,4.17.5-11,4.19.3-12
samba-client.spec,90,,,4.19.3-7.3.1,,,,,
samba-client.spec,91,,,,,,,,4.19.3-7.3
sbsigntools.spec,,,,0.9.5-2,0.9.5-2,,0.9.5-3,0.9.5-3,0.9.5-2
scons.spec,,3.0.1-3,4.0.1-3,4.1.0-5,4.1.0-3,,4.5.2-1,4.5.2-1,4.1.0-4
scons.spec,90,,,4.1.0-3.1.1,,,,,
scons.spec,91,,,,,,,,4.1.0-3.1
sed.spec,,4.5-2,4.8-4,4.8-6,4.8-5,,4.8-3,4.8-3,4.8-6
selinux-policy.spec,,,36.5-9,43.6-3,36.5-11,,41.3-2,41.3-2,43.6-2
selinux-policy.spec,90,,,36.5-12.1.1,,,,,
selinux-policy.spec,91,,,,,,,,36.5-12.1
selinux-python.spec,,,3.3-4,3.10-2,3.4-3,,3.5-2,3.5-2,3.10-1
selinux-python.spec,90,,,3.4-3.1.1,,,,,
selinux-python.spec,91,,,,,,,,3.4-3.1
semodule-utils.spec,,,3.3-1,3.10-2,3.4-2,,3.5-1,3.5-1,3.10-1
semodule-utils.spec,90,,,3.4-2.1.1,,,,,
semodule-utils.spec,91,,,,,,,,3.4-2.1
sendmail.spec,,8.17.1-2,8.18.0.2-1,8.18.1.10-4,8.18.1.10-1,,8.18.0.2-2,8.18.0.2-2,8.18.1.10-4
sendmail.spec,90,,,8.18.1.10-1.1.1,,,,,8.18.1.10-1.1.1
serf.spec,,1.3.9-2,1.3.9-7,1.3.9-12,1.3.9-12,,1.3.9-13,1.3.9-13,1.3.9-12
setools.spec,,,4.4.0-1,4.5.1-2,4.4.0-3,,4.4.1-2,4.4.1-2,4.5.1-1
setools.spec,90,,,4.4.0-3.1.1,,,,,
setools.spec,91,,,,,,,,4.4.0-3.1
sg3_utils.spec,,1.43-3,1.44-2,1.48-2,1.47-3,,1.47-2,1.47-2,1.48-1
